year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2023,5,7.15,-8.96,7.04,6.68,56139,-51.806,-32.358,-248,-107,62184,429
2021,9,2.24,0.93,1.62,7.21,67491,-104.558,-8.137,-69,-8,51641,129
2020,1,-4.32,2.18,-5.09,3.9,55031,-27.311,9.539,-381,-108,57964,5
2014,2,-9.52,-1.12,3.88,3.08,64692,-29.286,-74.683,-248,88,65935,363
2022,11,-2.36,-8.79,-7.25,9.16,51269,1.187,49.195,-417,201,55796,18
2023,12,8.64,-4.36,6.96,0.66,51577,-15.638,-48.376,-408,55,64050,375
2015,3,-5.33,5.08,2.27,6.16,63727,-9.183,-40.22,-81,322,57022,294
2023,5,7.55,-6.55,-0.99,1.65,64569,173.468,37.762,-279,248,54466,288
2015,11,-3.33,-1.5,-8.43,3.15,54951,-117.074,-10.516,465,379,56569,356
2023,7,6.99,-3.35,6.81,8.91,58793,-68.669,24.025,40,-360,59131,386
2021,7,7.3,-6.41,7.42,5.54,54182,116.485,10.04,-18,-488,51821,171
2018,9,6.45,-5.59,9.71,2.67,51543,129.15,35.244,482,254,57166,473
2017,11,-7.4,-6.7,9.68,9.39,58867,-105.018,-64.869,219,339,63535,121
2019,1,-7.27,0.52,1.06,3.89,50611,158.328,-37.63,273,-107,69940,161
2015,6,6.12,-3.07,6.42,3.8,60323,50.04,-73.145,448,-113,64194,74
2015,6,-6.65,9.25,2.19,5.9,65345,-101.362,49.087,479,-27,52248,266
2018,8,3.65,3.92,6.24,0.48,52116,-16.364,35.198,-294,83,57335,487
2016,8,4.7,-8.04,2.1,5.86,67627,-97.587,27.52,-478,-325,52945,241
2020,4,9.19,4.88,7.64,3.28,56937,-12.971,17.219,-258,401,55713,385
2023,1,-6.52,8.62,-5.25,7.87,56986,24.516,-18.923,27,-185,52578,181
2019,1,-8.63,-4.25,7.52,6.7,57239,-82.61,-52.728,-131,-39,63992,199
2012,1,-8.18,0.97,3.73,3.22,53363,61.278,71.324,-461,-254,68675,254
2013,10,4.97,-6.02,6.05,4.6,66722,-46.967,-84.157,168,234,54401,337
2020,7,-2.93,8.4,-6.96,1.07,60256,22.182,-57.296,285,474,53761,94
2015,3,0.99,6.38,-5.81,6.53,53460,-129.397,50.994,246,-315,66452,46
2021,10,4.85,5.65,-4.76,9.29,65578,148.017,-24.955,-179,421,57312,465
2018,5,-5.32,-9.06,8.19,3.54,59621,125.469,54.613,-67,-261,54946,87
2020,1,6.38,-1.57,-2.83,8.56,52965,-74.067,68.036,-446,-444,68830,216
2017,5,-6.69,-4.57,-8.37,7.15,51679,-130.288,-15.799,110,442,54265,343
2022,2,9.19,-3.94,-1.2,7.08,69115,-57.549,-1.958,133,-92,68063,73
2023,8,5.76,-1.86,2.01,2.22,61153,-109.894,45.701,487,-64,62081,362
2016,4,4.18,7.68,-2.48,4.43,59226,166.365,31.655,-155,257,53770,166
2014,12,3.71,1.59,8.19,6.97,61885,-145.423,-16.56,406,-66,51037,447
2023,3,-6.85,0.59,5.3,4.04,68992,136.926,-65.694,206,-160,62109,453
2022,10,7.09,-9.09,-8.6,9.72,55164,-36.57,3.104,-272,-189,53262,260
2021,12,-5.41,-0.4,5.43,9.39,68058,73.31,32.716,-442,-485,69718,194
2015,1,-3.76,7.92,-0.08,0.4,64666,167.212,-89.192,466,201,58000,406
2012,1,9.48,5.51,-6.07,3.12,54466,4.3,-21.097,-60,142,56018,11
2017,2,4.07,-6.18,-0.2,5.45,50811,146.0,42.58,24,-254,52013,285
2014,5,7.24,-0.81,8.56,1.48,66478,57.242,32.938,196,-203,54736,427
2013,11,8.73,-9.72,-2.71,2.08,59799,141.1,51.479,280,364,69254,206
2023,3,7.91,6.33,9.11,2.9,59173,74.854,10.059,318,-118,59147,24
2023,6,0.49,-2.72,-2.37,4.39,60733,9.752,-80.478,234,-424,57158,430
2017,3,8.37,0.1,1.57,0.4,55224,-179.365,74.014,29,340,51308,304
2015,7,-2.75,7.68,-6.84,8.06,58210,-60.759,-71.123,-59,87,53619,262
2017,9,9.31,7.52,6.55,2.18,63103,111.646,-76.888,-396,14,65476,374
2020,5,-1.5,1.2,-9.59,6.23,65382,-131.311,-32.092,-25,364,56652,197
2021,4,5.14,-7.07,3.47,0.89,50131,151.789,-20.14,-414,-436,64944,261
2022,12,5.03,9.14,7.43,9.65,57928,64.595,47.142,-334,-329,69438,431
2020,11,1.03,-2.38,-5.14,0.79,64883,-52.698,36.301,346,389,66819,433
2019,7,-5.2,-4.66,-0.12,1.09,50132,119.206,57.141,137,-284,62088,271
2014,3,7.89,3.79,-8.04,1.16,61459,6.147,34.488,-314,95,66302,195
2023,4,3.25,5.65,1.19,9.99,57516,132.848,-19.531,72,-317,69641,404
2014,10,-7.52,-1.02,9.32,4.69,64143,-68.475,86.051,-382,-16,61064,430
2013,2,8.76,8.85,-3.48,0.06,65066,-160.991,-0.588,106,117,69942,186
2023,1,7.72,-4.2,-6.73,5.42,61171,-97.718,-9.747,133,-404,50421,394
2015,3,7.65,3.79,8.94,6.86,65835,-2.421,-58.979,-360,30,57194,142
2023,12,8.58,4.87,6.54,5.11,56971,12.297,-67.987,-13,-49,52456,238
2021,5,3.27,-6.11,-1.11,0.35,59569,-94.495,-37.703,382,-79,62236,253
2016,10,4.36,-2.29,-8.54,8.38,58507,120.567,-72.697,466,-274,69372,202
2020,2,1.9,2.23,-3.98,0.17,66849,134.536,20.137,337,171,54503,207
2016,1,-1.26,4.35,6.12,3.85,54032,-100.972,-54.752,-138,-355,55082,425
2016,11,7.76,5.72,6.27,0.02,58690,102.324,56.303,-139,-178,59091,281
2023,5,-5.02,2.45,7.55,3.91,69747,-50.328,-31.059,-411,146,63765,496
2012,12,-2.77,3.71,5.97,5.77,69356,103.878,75.658,-166,-380,57379,300
2014,12,-1.39,1.72,8.1,6.42,56244,7.439,-36.159,475,-363,67596,175
2016,1,-1.68,3.39,3.29,9.58,67866,-46.691,-71.377,458,-489,52296,251
2017,7,5.59,-5.76,2.22,6.01,51159,136.686,82.458,98,-390,53507,425
2013,5,-0.33,4.25,-9.35,0.77,63103,-169.136,-19.879,102,-75,57850,426
2015,10,-2.52,-5.04,-5.12,6.0,59558,63.875,-64.985,191,254,56969,323
2018,6,-9.68,4.28,-7.96,2.07,64914,2.584,-75.085,340,16,62162,407
2015,2,-2.31,-8.22,8.88,1.4,66278,64.789,-70.485,-56,495,54422,127
2013,1,-7.51,-7.35,9.19,6.55,67118,18.735,-23.981,129,-451,52185,495
2016,6,-1.26,7.33,-2.22,1.4,60964,94.85,66.319,-264,-173,51055,240
2016,2,9.68,7.28,-6.89,6.82,52945,151.416,-16.972,-437,-366,68433,330
2021,9,5.31,9.76,4.6,1.18,66942,-114.96,-56.068,-442,-277,53569,105
2022,10,-2.38,-1.4,1.16,1.51,50284,-79.385,-64.917,16,-129,61512,203
2013,8,-3.0,-8.83,8.96,7.02,57760,135.521,32.563,239,200,67217,33
2016,2,5.45,-5.8,5.54,2.34,67845,-19.509,-89.013,-405,187,54972,90
2016,6,-4.16,-0.98,7.23,9.23,64925,-119.14,-17.219,407,306,64310,85
2015,4,5.79,-7.2,-8.98,7.92,58935,-135.283,-29.45,71,323,64233,214
2021,4,4.67,-2.18,7.11,9.28,67018,-153.063,53.056,-366,12,62504,356
2023,2,5.62,-2.15,8.22,9.25,65595,-113.414,-85.912,453,104,55531,29
2012,12,9.36,-3.69,3.73,5.96,57673,7.248,-3.774,-281,-236,54110,12
2020,12,-2.52,7.24,-6.38,1.03,54727,-57.952,-87.878,-182,268,53725,282
2013,4,9.86,-8.99,-0.22,8.83,59024,-4.943,-25.613,-125,-11,52448,211
2012,12,-7.39,6.25,3.01,2.79,61780,-40.23,48.224,226,109,54827,264
2023,12,-3.58,-4.98,-1.79,7.31,54229,161.796,31.715,-20,237,61306,57
2023,6,-5.5,-5.74,7.82,3.24,54972,45.606,20.178,355,272,53958,492
2016,4,-6.39,-7.23,-1.47,3.77,56299,-81.11,-74.333,-492,-304,58190,298
2014,5,5.31,8.0,0.79,3.33,51171,-94.8,42.989,-353,112,55812,111
2020,8,4.5,9.45,9.0,0.79,60673,-131.453,11.365,437,-293,56024,202
2018,1,1.24,-9.18,9.65,1.8,62273,172.224,0.869,263,-120,69575,492
2019,4,-6.37,-0.2,4.84,5.46,68635,-17.855,-66.781,-426,-136,58009,138
2012,6,-9.6,0.7,4.02,3.56,50208,-1.8,0.698,71,162,67319,43
2021,3,-1.11,-5.89,3.71,1.11,63356,178.786,10.605,-388,184,53587,0
2022,12,2.52,2.69,-7.42,9.57,57340,135.994,-80.214,163,-405,54212,318
2022,11,1.87,9.49,6.12,9.29,68350,172.527,19.859,462,-71,50006,494
2013,8,-4.97,-2.0,2.32,3.36,52758,29.764,-85.791,105,-339,62572,18
2014,8,5.93,-7.93,3.1,8.58,52930,-39.029,-60.938,-451,-224,66034,112
2019,7,-6.38,0.78,5.24,4.18,54568,-24.507,83.064,3,14,55176,342
2022,8,-3.71,-7.73,-4.27,0.28,65887,151.973,-67.726,128,32,67974,443
2019,8,5.31,-2.74,-6.53,2.08,69848,34.561,27.071,32,-248,52387,82
2014,12,-7.92,-0.69,-9.47,6.37,58750,120.603,27.95,-457,-4,50461,258
2015,3,3.14,9.65,5.72,6.91,67575,-62.82,-48.699,263,404,58224,393
2020,2,8.12,9.12,-5.54,4.36,53352,-155.179,26.392,-52,-144,69892,255
2020,1,-7.46,4.02,-6.04,6.4,51717,105.124,31.735,-315,-192,58513,387
2018,4,-7.32,9.34,-2.77,6.99,65828,-7.376,14.346,-366,-293,52913,3
2022,6,-2.34,1.47,2.96,2.39,51409,-38.833,-86.703,19,435,64163,166
2022,8,-9.72,6.15,8.44,5.99,64903,-40.704,13.62,-304,-400,59961,111
2019,7,2.06,6.14,-7.75,5.13,62546,112.91,-52.805,-369,99,52093,274
2016,1,0.56,-8.24,7.63,0.23,59163,130.806,58.912,-67,-14,67301,422
2016,7,-5.7,5.72,-2.18,5.9,53875,32.017,-72.019,-358,161,58698,142
2022,2,2.34,-3.66,-9.75,2.05,60389,-64.925,57.88,36,-224,60237,38
2016,4,-0.39,7.52,-7.05,6.3,60546,-45.192,-23.153,138,-3,64851,196
2023,5,-0.33,2.06,0.72,4.16,62330,144.202,7.599,-392,246,65737,302
2012,3,-5.16,-5.47,2.51,4.78,65916,104.685,-28.767,-185,-38,50492,372
2012,11,1.86,-8.11,0.23,9.47,67450,-73.295,-21.114,57,-234,56054,403
2020,6,9.59,-4.23,-8.69,5.24,68936,1.101,86.279,80,-276,57807,429
2016,5,1.28,-4.27,-0.05,1.32,60433,-13.168,-39.706,-152,376,53553,97
2013,11,4.99,-8.08,-6.62,4.03,60206,47.102,-51.185,-238,-26,55254,131
2023,2,-7.45,1.56,-5.94,8.43,66384,99.871,47.006,404,313,66433,435
2012,12,-4.63,-8.27,6.57,0.91,65529,-131.245,42.701,-178,491,55441,491
2018,6,8.91,3.31,-4.18,0.38,56233,124.87,-19.922,-41,-83,57179,317
2019,5,2.29,-4.82,-5.3,5.45,67911,-31.0,87.341,46,2,62728,473
2014,2,9.95,-7.36,5.41,3.12,65288,174.942,-28.595,247,217,59295,472
2014,6,4.8,9.94,-4.11,0.18,63643,-78.615,-37.21,-37,-147,61347,227
2022,9,3.66,5.09,-0.12,7.94,69460,-121.11,-21.81,45,-73,55230,172
2020,11,0.51,-9.05,0.67,6.77,55563,-128.068,23.388,-225,-220,65214,21
2017,11,5.77,-8.36,-9.71,4.26,54146,23.871,-66.05,449,456,51876,272
2021,8,-6.22,1.63,-2.93,1.1,61743,-134.867,71.287,-255,123,54283,499
2016,6,7.35,-2.8,6.33,2.72,64650,112.531,11.643,47,-87,57970,310
2016,8,7.06,4.23,-5.53,5.33,53453,-52.69,15.048,-434,185,64814,453
2018,11,4.58,-7.93,-0.85,3.99,61835,-66.366,-56.89,187,332,66506,465
2015,6,-7.02,-5.08,-5.24,8.42,60964,-108.737,-30.23,422,-5,50828,469
2023,7,-1.88,4.76,-2.15,4.65,58533,-20.84,-8.134,-49,326,57789,348
2019,5,-1.65,-4.81,-5.71,7.78,66640,-171.427,62.108,326,-374,51000,486
2017,9,-6.27,-7.65,-5.17,0.28,60849,56.352,-58.812,274,-293,56198,183
2019,4,1.47,5.87,5.99,0.02,55517,110.411,8.133,-185,-122,68703,358
2012,12,-7.01,7.15,9.69,2.61,63670,-150.279,-47.441,186,258,64268,212
2020,11,-3.51,4.9,-3.51,3.35,54903,-97.662,51.425,172,-421,50218,269
2016,2,1.26,8.35,-8.22,6.53,56924,-77.555,83.901,42,-70,51112,342
2023,3,-3.75,4.72,-5.33,9.13,61704,-172.731,10.833,-478,199,50629,449
2014,5,-2.48,7.18,1.45,8.36,57290,25.769,61.792,-426,-199,65009,495
2012,7,5.23,9.61,1.3,3.27,69821,168.351,-3.827,240,25,58185,173
2016,7,7.04,-0.48,-7.9,0.82,66523,-65.159,7.095,296,427,53588,101
2014,12,-1.9,-6.03,-5.23,9.26,50419,115.946,85.343,365,241,58813,270
2022,6,4.05,-9.59,5.04,8.51,62087,66.132,28.366,-194,-101,53024,377
2017,4,0.43,-1.94,9.83,2.56,55288,-85.606,62.049,-324,43,69283,426
2014,3,-0.79,-3.63,8.55,2.33,61985,23.544,87.075,268,-187,66889,325
2023,3,-4.89,-5.08,-7.85,5.71,63825,-64.104,81.836,3,465,69618,240
2016,8,1.86,-0.64,2.6,2.3,56388,-154.201,-89.426,450,-457,66905,301
2012,7,-4.43,1.26,2.23,1.82,51701,3.329,65.093,146,-427,50748,262
2021,2,-1.22,-3.24,-1.83,4.89,56502,-83.686,-4.161,389,51,59638,92
2018,2,9.48,-8.07,-7.96,7.92,50753,-156.028,46.018,441,107,57433,255
2021,11,4.68,-6.08,-1.55,6.7,51298,97.355,-6.097,8,-382,65385,84
2014,12,2.22,-2.81,7.88,9.69,63996,96.958,80.981,84,358,64068,104
2019,12,9.42,9.44,-1.24,4.24,58327,88.742,-35.456,-410,-206,52876,214
2013,5,2.28,-6.41,5.5,8.5,56018,-104.781,20.805,-326,12,54193,1
2013,3,3.61,-7.36,7.63,3.9,52216,106.083,47.823,144,-121,51934,251
2020,2,5.91,-4.61,6.09,6.13,64051,138.202,-2.11,-438,-117,53469,54
2022,2,4.15,1.29,-8.82,6.25,50267,-80.011,52.781,337,-335,62644,483
2018,6,3.42,5.11,-7.5,6.96,50062,-26.674,-17.787,288,148,67437,419
2022,11,-9.62,-5.03,3.97,0.45,58055,168.916,48.406,211,99,53684,220
2013,8,9.98,8.22,-7.67,6.36,68331,-28.095,-30.618,-253,-232,59317,297
2012,9,-4.61,-7.66,-0.0,1.92,52985,-119.94,86.581,223,-223,69388,129
2018,3,-8.04,8.34,2.8,1.32,67297,-99.468,-68.859,141,-421,67229,417
2014,11,-4.64,3.31,-3.2,0.84,57264,-159.028,27.691,266,72,52359,493
2022,11,-2.11,-9.81,4.06,1.4,60172,-168.737,-76.729,-378,77,64085,254
2018,11,-8.46,-2.97,1.67,6.74,66295,-40.464,-69.933,-204,-298,68766,377
2023,12,4.46,6.5,-6.29,7.18,56205,71.672,-63.536,116,67,60500,56
2015,9,-3.14,-0.65,-6.13,2.37,51064,125.301,25.223,-340,129,59552,220
2016,12,-9.39,2.91,0.32,7.61,50933,-10.273,26.19,-348,350,63760,403
2014,8,-2.63,2.49,-8.87,6.89,68559,129.527,84.173,407,-167,64682,410
2013,12,3.04,8.81,-4.03,1.56,64875,22.015,49.331,-328,383,61918,357
2012,10,-0.93,-4.28,-2.58,2.16,61050,-12.752,3.132,-274,-440,69219,413
2022,7,-2.09,-1.29,4.38,0.89,62417,-12.091,85.321,-232,304,68258,171
2020,11,7.16,-7.46,-3.38,8.03,58483,81.225,40.0,-154,-41,60677,249
2013,11,5.89,-1.16,4.17,0.79,58712,-113.339,-36.197,301,395,63551,392
2021,4,3.98,-4.54,-0.95,3.19,69511,173.85,68.886,-330,401,68472,230
2020,8,3.73,-8.62,-9.27,6.08,66280,-55.93,-63.286,-287,369,64270,435
2021,5,7.15,7.3,2.06,0.73,53722,-12.57,54.766,475,-231,58691,82
2015,5,0.64,-8.82,5.91,3.06,50067,-24.443,13.269,-72,-247,69020,286
2022,10,-8.98,-3.79,-5.39,1.42,55148,24.302,-70.796,345,355,55133,374
2019,7,5.76,5.01,0.8,4.58,51860,-30.696,57.502,-239,6,60053,361
2013,3,0.44,-9.26,8.43,6.59,68303,-110.058,71.748,132,361,60195,371
2013,8,-1.46,8.05,-0.95,0.98,62108,-3.497,71.485,-323,23,53694,113
2020,11,-1.81,-6.83,-9.8,9.45,50264,112.878,-49.266,-182,34,63315,78
2018,2,8.7,-4.53,-8.75,3.55,57612,-47.156,52.932,-204,-104,62282,428
2021,11,-8.69,6.69,-6.42,2.19,57646,-48.453,34.298,-134,166,68415,277
2014,4,5.9,5.44,-2.56,5.35,63291,143.632,24.215,362,-13,69527,457
2018,5,-9.99,0.03,9.93,3.04,69781,55.603,-12.803,379,419,53903,196
2013,6,-5.76,5.19,1.75,7.2,50116,16.061,68.516,-217,385,61663,491
2015,7,5.14,-9.65,7.75,7.81,66176,-95.916,5.839,432,373,54256,462
2020,12,-9.32,6.6,-6.04,4.64,58539,-36.584,7.028,290,-146,53114,80
2019,10,-0.99,-3.13,-8.69,1.81,61777,-25.348,85.545,-255,-217,56252,52
2023,10,9.84,2.0,4.96,1.31,63771,-88.842,-30.301,64,-486,60271,440
2015,8,7.61,-2.44,-3.71,7.61,62874,24.276,-14.035,181,466,69734,465
2012,1,6.09,-2.98,1.47,6.82,61169,168.51,-50.673,-41,57,67609,98
2020,8,-9.12,-3.24,-4.62,7.02,54811,95.378,89.294,86,-95,51438,240
2019,2,-3.14,7.32,5.1,2.0,53269,-154.9,84.712,456,497,67069,27
2023,12,2.21,2.38,-8.02,1.84,68828,34.685,68.907,-54,309,68684,373
2019,10,-3.37,9.58,1.95,2.18,61450,42.231,-35.015,-42,103,62539,233
2019,4,-9.94,9.82,4.39,3.99,56758,-5.072,-7.831,-248,-191,55208,180
2014,6,1.01,-2.67,3.45,1.22,60215,67.547,-56.062,181,171,55619,180
2016,5,4.02,-0.87,-2.82,3.88,60766,-133.685,-21.611,182,-346,51288,485
2019,9,-7.5,-2.61,0.42,9.29,60115,-101.237,-37.761,-245,368,58071,401
2012,7,0.68,5.71,-4.21,3.69,68671,44.118,61.78,-136,-11,68593,398
2019,8,0.24,-0.58,-3.13,3.31,67371,-86.66,-2.755,-402,159,58459,190
2017,2,6.95,-1.54,6.26,5.33,51941,-56.742,75.929,81,-276,51774,313
2019,5,-6.64,0.49,-8.13,2.83,63261,51.051,15.0,182,406,56540,479
2015,5,2.01,8.8,4.47,4.38,64977,80.858,-74.869,76,-235,57854,108
2013,10,-5.59,4.7,-4.81,0.58,58099,-67.108,-62.974,316,473,50150,78
2023,10,2.51,0.67,6.31,7.91,67268,-20.004,5.218,215,-439,50902,124
2012,3,9.17,-4.81,3.75,9.63,56313,167.659,-32.986,-347,81,66708,373
2014,1,-5.2,-4.48,-1.85,7.63,69188,-78.662,-82.355,-78,371,53322,76
2018,3,6.08,1.26,9.39,2.56,52627,-93.67,18.039,-103,-246,55493,117
2023,8,-2.84,-3.21,4.05,9.11,59814,64.156,-40.086,307,-265,68813,471
2023,9,-8.47,-4.0,0.25,9.78,58380,108.938,-47.145,-32,309,63236,107
2012,8,-8.09,-8.69,0.26,4.1,63650,-176.596,-22.247,-10,488,65912,420
2019,9,3.45,8.18,-7.05,2.38,61851,155.796,-71.907,-460,-335,52970,149
2021,9,4.7,4.65,-0.62,4.6,62728,-41.979,53.356,-257,138,58742,323
2023,12,-5.79,-2.44,3.9,8.48,65440,-36.747,79.472,-117,388,56478,103
2015,8,7.89,-9.46,-8.76,2.01,52628,0.153,78.581,-128,257,69579,461
2022,11,3.08,3.63,-1.47,2.63,61017,-102.397,15.964,101,108,60935,87
2015,3,2.23,-3.35,-1.53,7.68,54508,68.043,-37.119,-295,213,65010,301
2022,2,5.13,-1.86,-1.72,0.73,66761,0.991,66.224,-483,211,55372,409
2023,3,-8.32,4.74,3.28,8.23,55460,88.363,86.173,14,400,62360,137
2022,9,5.96,9.01,2.61,0.17,68696,31.938,-65.807,213,206,55443,70
2023,4,-5.9,-7.93,4.13,3.97,58850,-151.116,32.893,-355,470,63905,363
2014,1,-6.0,-4.19,-8.5,4.25,51712,-157.891,-87.095,-465,117,51533,351
2013,11,6.62,4.05,-0.57,5.44,63009,-62.219,65.649,421,195,68071,367
2018,10,-1.16,-9.34,8.96,8.23,68290,-174.429,38.378,303,-419,51545,31
2023,8,3.68,-0.59,2.22,4.52,52844,-29.43,-37.254,-468,-214,55143,311
2014,7,-1.89,-0.9,-5.53,2.81,51670,73.848,-9.6,-305,-200,65894,28
2020,5,-0.08,-2.61,1.22,5.57,61503,150.183,88.99,-429,440,52054,211
2014,9,1.78,6.66,-7.0,0.89,50085,163.05,63.489,413,376,61373,20
2020,9,4.65,3.78,-3.12,1.9,53526,-94.116,81.88,204,60,68688,272
2016,9,-6.75,-7.49,7.42,4.2,60095,176.341,-24.491,193,244,66194,307
2018,10,1.74,5.12,-7.13,0.25,64506,176.676,29.314,150,376,50274,403
2017,1,-9.57,-9.92,0.9,9.01,63501,157.934,62.904,140,-173,57566,61
2022,8,-9.32,-4.78,2.75,2.41,62275,140.336,-46.265,-198,462,55578,197
2020,4,-9.85,-9.87,-2.32,1.96,62386,52.771,3.866,79,-282,65692,222
2022,4,9.11,2.78,1.4,8.69,62839,-5.083,78.766,-230,-30,53084,192
2020,1,-5.03,-2.94,2.93,9.92,68394,-97.01,-46.708,-188,268,54376,236
2020,6,-1.1,1.73,-0.3,4.16,55060,-47.449,23.167,-49,90,53116,278
2012,5,0.64,-5.1,-8.06,4.6,53007,-60.74,-87.351,-373,-397,61047,389
2012,1,-5.18,-7.03,6.72,5.45,69088,117.411,18.955,-308,-138,62129,35
2023,8,-6.0,0.75,9.95,9.75,61156,149.894,4.161,-174,-148,51503,146
2012,2,-8.69,-2.19,5.07,5.04,64320,143.639,31.764,247,-36,67388,58
2023,5,9.86,1.03,9.5,8.72,62339,57.261,38.562,-110,144,67748,436
2015,2,8.32,9.86,4.4,2.33,61846,38.981,83.99,-236,66,55552,146
2013,3,6.47,-0.66,-2.5,1.18,52470,-129.153,89.481,-270,-189,64670,398
2018,8,-8.05,-5.9,1.09,4.66,57994,-140.357,-57.298,293,-320,58935,58
2020,9,-5.33,9.52,9.74,3.94,53589,-164.211,-57.04,-221,-466,64733,273
2021,10,-2.44,-2.7,-4.67,5.67,55322,-15.896,67.33,-275,472,68653,474
2017,6,9.77,6.94,6.63,0.17,68431,-73.471,59.934,423,86,68683,413
2022,8,6.09,0.96,5.41,0.96,65974,-92.5,69.992,-491,415,57623,265
2021,5,0.47,6.01,2.29,8.6,64370,31.177,-20.514,363,-131,59699,277
2016,9,1.07,-1.67,5.45,9.04,53102,39.397,73.593,-72,243,60356,202
2022,12,7.22,9.23,-9.27,1.34,68637,-49.91,-21.386,202,336,50309,284
2019,9,-0.24,7.33,3.45,9.4,54543,-64.201,26.167,-478,-46,57663,439
2019,5,-5.1,5.33,3.4,2.97,50166,-40.981,-88.225,-288,41,66215,429
2022,3,2.45,5.91,-1.53,6.09,57057,126.831,-46.675,115,385,51464,379
2016,7,-5.35,-4.36,-8.53,1.37,58198,134.638,-79.816,370,345,63580,482
2016,9,0.44,8.51,1.82,3.04,68043,-83.009,-41.283,-295,-8,51834,484
2012,7,9.0,-8.12,-2.8,2.23,63872,-142.831,16.123,69,-464,54430,130
2017,5,6.68,-7.18,2.16,9.51,64797,72.516,-48.868,31,269,69027,160
2023,4,1.02,4.5,-8.56,7.81,58488,129.03,57.157,-27,-98,56466,342
2016,1,3.07,2.18,5.97,3.37,56076,4.769,-32.292,95,143,51513,81
2017,3,3.93,-0.48,2.58,9.74,56875,71.509,-21.975,-346,-422,68093,13
2021,10,-6.58,1.15,9.75,2.52,61801,25.613,-57.636,-390,13,63230,350
2022,12,-8.94,4.03,-8.11,3.48,51297,80.991,48.403,-47,-349,52894,488
2023,7,-7.47,-7.89,7.36,0.83,57820,-50.472,73.999,-80,-103,52254,447
2013,7,-9.75,-8.01,4.53,9.25,65990,82.063,-14.093,-408,-149,67855,87
2014,12,3.78,3.77,-3.76,7.84,65851,-137.755,40.24,198,-420,57010,374
2017,12,-3.27,1.38,9.54,6.83,57883,-64.471,48.033,-324,147,63723,463
2019,12,-0.39,4.35,9.07,5.45,50009,-25.331,73.54,-410,-58,59640,277
2013,9,8.14,3.59,-3.61,6.95,51695,-104.347,-80.295,273,453,61756,208
2015,10,-6.22,-3.3,-9.54,2.03,69802,24.929,57.792,36,-24,59635,431
2020,11,-8.42,-7.15,-9.02,9.94,69265,-132.014,13.005,-359,339,51218,82
2018,6,2.38,-4.41,-3.11,4.3,62202,-24.329,-68.069,-70,-462,50260,89
2016,3,1.81,-2.44,5.53,6.02,63072,-139.356,-3.294,60,-240,65429,166
2016,3,8.61,-0.07,7.57,3.13,65421,114.247,-34.772,-488,-50,54223,213
2016,7,6.98,-6.88,-3.99,7.71,55889,-36.031,-73.37,-290,-193,56938,303
2017,12,-0.57,-9.48,-9.63,8.75,57462,20.151,59.271,321,-303,61907,44
2015,5,-9.83,8.92,-1.96,1.34,54711,-44.78,-73.169,371,-244,51641,380
2023,8,1.05,-8.29,-4.79,7.43,66599,-136.162,87.691,-459,171,58588,412
2022,2,-0.72,8.62,8.18,9.9,61400,143.614,43.37,190,3,55276,166
2018,6,7.42,1.89,-1.48,6.68,55192,114.703,7.457,113,-29,69296,63
2022,11,6.42,4.01,-8.49,6.02,62940,-34.602,-77.754,10,124,67192,309
2016,5,5.77,5.07,9.46,3.12,60861,-176.001,-81.025,99,264,54235,115
2022,4,-1.8,-1.9,-2.61,1.92,50193,109.408,62.169,114,-493,60615,333
2019,7,3.58,-6.63,-8.89,6.62,68011,-65.65,75.384,-87,-290,60281,156
2018,5,3.47,-9.04,8.09,6.56,67632,152.528,-52.869,360,351,62743,262
2015,5,3.17,-8.64,-3.06,8.44,69796,74.287,-27.777,134,436,56983,137
2019,8,-8.74,-8.21,-1.99,2.48,52551,-127.264,-9.135,220,471,52936,17
2023,11,9.91,-9.71,-0.43,9.69,58152,50.828,16.827,156,-235,64190,49
2020,8,-0.43,9.71,7.75,0.98,68013,164.917,29.565,76,485,59333,196
2020,7,-8.1,-1.25,-7.67,1.28,64172,-98.773,-68.13,-105,412,69099,368
2013,6,-7.05,6.17,6.89,0.53,52480,143.303,30.595,-109,-90,55570,145
2017,2,7.74,-7.56,-2.65,5.79,60270,-50.764,-85.347,-143,-410,56602,37
2023,11,-1.18,6.52,-8.8,4.06,52956,168.985,76.612,268,-1,61950,365
2023,12,5.31,-1.0,-7.72,4.51,57811,173.67,55.274,-343,-3,61143,377
2017,3,8.01,-0.07,-0.2,2.64,59101,38.495,-85.991,123,78,58784,317
2019,11,4.92,-3.77,-2.44,0.11,52397,-169.811,66.6,78,-200,64850,88
2017,1,8.26,5.85,-7.22,6.38,57968,109.053,-61.23,-118,111,51920,238
2021,4,-3.15,-2.28,-5.01,8.23,64919,13.708,80.169,178,391,63134,374
2014,10,-1.26,1.18,1.75,0.19,67761,48.608,-36.332,125,-391,62474,330
2015,3,3.92,-9.57,4.16,9.73,67485,-28.8,-13.991,-430,272,52138,106
2018,2,1.05,-4.47,-2.91,5.05,61609,114.45,-60.866,-4,-56,54210,345
2018,5,-1.57,3.31,9.73,9.35,59422,-31.325,20.694,-304,89,64222,406
2019,3,7.65,7.8,-3.43,7.4,68075,86.782,40.891,-105,464,63439,414
